iter	MultiClass
365	0.05762522318
366	0.05737107127
367	0.05697549235
368	0.05677513057
369	0.05661869987
370	0.05649255224
371	0.05624098537
372	0.05608845539
373	0.0558466558
374	0.05566877933
375	0.05548793998
376	0.05535334158
377	0.05515904599
378	0.05496363905
379	0.05482880775
380	0.05472433712
381	0.05456955977
382	0.05439942599
383	0.05415132223
384	0.05402094858
385	0.05385467239
386	0.05370727137
387	0.05352919609
388	0.05327113295
389	0.05300356055
390	0.05281657854
391	0.05266936515
392	0.05250046861
393	0.05237480808
394	0.05228548179
395	0.05211250805
396	0.05193185782
397	0.05178133451
398	0.05166449327
399	0.05151194486
400	0.05131842294
401	0.05121205099
402	0.0509600786
403	0.0507821067
404	0.05060276199
405	0.05046911158
406	0.05032404834
407	0.05012227688
408	0.04999426099
409	0.04977290705
410	0.04962187905
411	0.04943736706
412	0.04920670848
413	0.04895622728
414	0.04883923902
415	0.04872721216
416	0.04862118601
417	0.04845915302
418	0.04824635007
419	0.04806160457
420	0.04789356325
421	0.04774426942
422	0.04753771177
423	0.04741233954
424	0.04720082257
425	0.04699359623
426	0.04689448954
427	0.04676864687
428	0.04664005177
429	0.04650318763
430	0.04635462869
431	0.04620285302
432	0.04608862549
433	0.04595826972
434	0.04581777023
435	0.04567169839
436	0.04549217761
437	0.04538320679
438	0.0452890052
439	0.04515625076
440	0.0450494788
441	0.04497220163
442	0.04485339769
443	0.04472598484
444	0.04459056094
445	0.04445985444
446	0.04438473938
447	0.04425776378
448	0.0441917025
449	0.04402252485
450	0.04391090542
451	0.04377029465
452	0.04356777266
453	0.04346678359
454	0.04333227331
455	0.04321943899
456	0.04311435637
457	0.04295431707
458	0.04284373271
459	0.04272974581
460	0.04262041511
461	0.04256690469
462	0.04243776865
463	0.04236585496
464	0.04219856608
465	0.04209569074
466	0.04205718979
467	0.04195136994
468	0.04180828157
469	0.04167246781
470	0.04159379568
471	0.0414609289
472	0.04135846962
473	0.04129245736
474	0.04114633609
475	0.0410898952
476	0.04095578017
477	0.04081148639
478	0.04067847244
479	0.04057016198
480	0.04043527617
481	0.04035296847
482	0.04023247031
483	0.0400733195
484	0.03997720547
485	0.03982121053
486	0.03969608214
487	0.03962840057
488	0.0395264645
489	0.03946362455
490	0.03940263591
491	0.03928357397
492	0.03917726279
493	0.03915028783
494	0.03903395268
495	0.03892192246
496	0.03879036918
497	0.03869524189
498	0.03854615363
499	0.03850698437
500	0.03842568078
501	0.0383351702
502	0.03823020636
503	0.03812193486
504	0.0380470035
505	0.03798023986
506	0.03793696251
507	0.03783051702
508	0.03775680535
509	0.03762718919
510	0.03747903534
511	0.03743726568
512	0.03734719978
513	0.03723560417
514	0.03713589722
515	0.03703876809
516	0.03692285601
517	0.03682152563
518	0.03672519649
519	0.03662573885
520	0.03655895315
521	0.03646718908
522	0.03638650124
523	0.03628601483
524	0.03622387956
525	0.0361302125
526	0.03607198934
527	0.03593232819
528	0.0358564216
529	0.03575155906
530	0.03570678509
531	0.03562949196
532	0.03558190539
533	0.03550019434
534	0.03538263822
535	0.03531522355
536	0.03525434583
537	0.0351891553
538	0.03511710309
539	0.03506750153
540	0.03500247134
541	0.03495867199
542	0.03484739959
543	0.03476349105
544	0.03467553002
545	0.03454739996
546	0.03447861132
547	0.03445335288
548	0.03431067121
549	0.03422178185
550	0.03412238564
551	0.03401687207
552	0.0339365067
553	0.03385607964
554	0.03378659722
555	0.03369827486
556	0.03362526942
557	0.03356239477
558	0.03354069927
559	0.03345060418
560	0.0333900042
561	0.0332648652
562	0.03321803983
563	0.033152411
564	0.03308258387
565	0.03299554803
566	0.03292197001
567	0.03286666975
568	0.0327817988
569	0.03271904299
570	0.0326244449
571	0.03252906272
572	0.03245610275
573	0.03238730059
574	0.03231691066
575	0.03228076943
576	0.03222899135
577	0.03219997446
578	0.03213811208
579	0.03210325156
580	0.03206358018
581	0.03200053806
582	0.03192724874
583	0.03190534649
584	0.03182650835
585	0.03171819318
586	0.03164403286
587	0.03155398382
588	0.03148229796
589	0.03140127762
590	0.03133991134
591	0.03127858281
592	0.0311936134
593	0.03116373046
594	0.03107668252
595	0.03101079396
596	0.03093456406
597	0.03088626709
598	0.03079893121
599	0.03074663182
600	0.03068624763
601	0.03059092273
602	0.03053299075
603	0.03047814381
604	0.0303694345
605	0.03031157922
606	0.03027242075
607	0.03023791056
608	0.03015441569
609	0.03010239643
610	0.03008529147
611	0.0300324157
612	0.02996936318
613	0.02989019698
614	0.02984532094
615	0.02978081344
616	0.02975017062
617	0.02969860047
618	0.02964347905
619	0.02957434394
620	0.02951145502
621	0.02948188504
622	0.02944034393
623	0.02934800513
624	0.02928345089
625	0.02924814413
626	0.02916693802
627	0.02912866319
628	0.02906174515
629	0.02899038058
630	0.02890689781
631	0.02885368591
632	0.02881631781
633	0.02878721489
634	0.02873766076
635	0.02868507521
636	0.02862342255
637	0.02856403861
638	0.02847592376
639	0.02845182835
640	0.02840614223
641	0.0283532172
642	0.02828023991
643	0.02819089874
644	0.02813350687
645	0.02810315077
646	0.02808556721
647	0.02803230874
648	0.02796046432
649	0.02790106987
650	0.02786291865
651	0.02782329809
652	0.02777271423
653	0.02770003523
654	0.02765602599
655	0.02763804099
656	0.0275963735
657	0.02756274769
658	0.02752108408
659	0.02746546472
660	0.02740871725
661	0.02734079736
662	0.02729500479
663	0.02727177007
664	0.02718265095
665	0.027135346
666	0.02708833872
667	0.02701303176
668	0.02695874187
669	0.02692836829
670	0.02685512712
671	0.02680014567
672	0.02676322041
673	0.02669943778
674	0.02666205081
675	0.02662515037
676	0.02656097497
677	0.02652266038
678	0.02647002145
679	0.0264112819
680	0.02637267022
681	0.02633559526
682	0.02628246707
683	0.0262246407
684	0.02616424793
685	0.02611921886
686	0.02607747014
687	0.02602286291
688	0.02597912094
689	0.02591249031
690	0.02586220497
691	0.02581411278
692	0.02575798099
693	0.02572445581
694	0.0256859505
695	0.02561497352
696	0.02558626902
697	0.025550838
698	0.02552479839
699	0.02546703798
700	0.02539498382
701	0.02536900497
702	0.0253280402
703	0.02525622266
704	0.02520356812
705	0.02514453062
706	0.02512356378
707	0.02506633563
708	0.02505041152
709	0.02501785193
710	0.02497413704
711	0.02493466911
712	0.0249069137
713	0.02485143632
714	0.02480070073
715	0.0247620551
716	0.02472721344
717	0.02467933304
718	0.02466214158
719	0.02463965882
720	0.02462120909
721	0.02460928531
722	0.02456390214
723	0.02453693212
724	0.02450489548
725	0.02445745022
726	0.02440191916
727	0.02435076681
728	0.02430951766
729	0.0242849965
730	0.02424306978
731	0.02418240095
732	0.02411064379
733	0.02407961269
734	0.02402882947
735	0.02399972796
736	0.02396212291
737	0.02393157069
738	0.02391264643
739	0.02388284839
740	0.02385453443
741	0.02382061194
742	0.02377133631
743	0.02373209217
744	0.023671552
745	0.02362239479
746	0.02356672225
747	0.02353446814
748	0.02348175268
749	0.02343184655
750	0.02340372004
751	0.02337237033
752	0.02331113172
753	0.02328899919
754	0.02324886794
755	0.02322949741
756	0.0231852038
757	0.02314876317
758	0.02311203627
759	0.023071247
760	0.02300152575
761	0.0229839765
762	0.02294659668
763	0.02290761853
764	0.02288740029
765	0.0228440853
766	0.02281094294
767	0.02278696336
768	0.02275183856
769	0.0227177364
770	0.0226681106
771	0.02263701163
772	0.02260506334
773	0.02256699805
774	0.02252064093
775	0.02247255379
776	0.02244064181
777	0.02240240284
778	0.02236556901
779	0.02233502936
780	0.02232107863
781	0.02227505811
782	0.02225618975
783	0.02223144609
784	0.02217945443
785	0.02214053859
786	0.02211602418
787	0.02207257044
788	0.02203900631
789	0.02201912247
790	0.02198506008
791	0.02196961969
792	0.02191964421
793	0.02188495121
794	0.02184200762
795	0.02181738613
796	0.02178312908
797	0.02175416202
798	0.02169926666
799	0.0216388927
800	0.02162562137
801	0.02160679074
802	0.02156348288
803	0.02153614884
804	0.02149604504
805	0.02144985712
806	0.02142892055
807	0.02141381377
808	0.02138316247
809	0.02135669403
810	0.02130631561
811	0.02129426888
812	0.02127311796
813	0.02122947483
814	0.02119428164
815	0.02116689969
816	0.021118574
817	0.02109593421
818	0.02105084949
819	0.02101122267
820	0.02096451847
821	0.02093756576
822	0.020892866
823	0.02086422683
824	0.02084412573
825	0.02076819743
826	0.02071901986
827	0.02070530959
828	0.02068884794
829	0.02066580586
830	0.02064690155
831	0.02061102505
832	0.02057530183
833	0.02052877399
834	0.02047291534
835	0.02043825362
836	0.02041140236
837	0.02036726342
838	0.02032908898
839	0.02029097103
840	0.02025507386
841	0.02022164613
842	0.02018201808
843	0.02016317594
844	0.02012164022
845	0.02007722869
846	0.02003163298
847	0.01999697062
848	0.01996850345
849	0.01995005924
850	0.01992947351
851	0.01992138184
852	0.01990539877
853	0.01988122007
854	0.01985156518
855	0.01980660556
856	0.01978378834
857	0.01974006798
858	0.01970000767
859	0.01968177715
860	0.01965996222
861	0.0196479466
862	0.01962062493
863	0.01958575029
864	0.01955756611
865	0.0195288455
866	0.01951519693
867	0.01947313546
868	0.01944712946
869	0.01943185083
870	0.01938994193
871	0.01936115119
872	0.01931881937
873	0.01929617685
874	0.01926867505
875	0.01923271697
876	0.01921289085
877	0.01919664809
878	0.0191797675
879	0.01913400838
880	0.01909644596
881	0.01906833407
882	0.01905089797
883	0.01902525649
884	0.01900921473
885	0.01897753647
886	0.01895230898
887	0.01892551997
888	0.01890699237
889	0.01888530983
890	0.0188616576
891	0.01883123817
892	0.01881074013
893	0.01877915451
894	0.01874829406
895	0.0187177111
896	0.01870440432
897	0.0186828361
898	0.01866450994
899	0.01864716678
900	0.01861720627
901	0.01859927726
902	0.01857848488
903	0.01854940657
904	0.01852751079
905	0.01850653533
906	0.01849010949
907	0.01846103742
908	0.01843465628
909	0.01840743066
910	0.01836042624
911	0.01833458358
912	0.01829733375
913	0.01827269043
914	0.01823550057
915	0.01821415139
916	0.01818419937
917	0.01816956625
918	0.01814881306
919	0.01813583037
920	0.01811250506
921	0.01808615898
922	0.01806692347
923	0.01804331718
924	0.01802371405
925	0.01798649918
926	0.01796982223
927	0.01794655747
928	0.0179164023
929	0.01788623247
930	0.0178649845
931	0.01783648684
932	0.0178164207
933	0.01780347577
934	0.01778184437
935	0.01776630953
936	0.01773193383
937	0.01771027527
938	0.01769807941
939	0.01767746293
940	0.01765163386
941	0.01762921488
942	0.01760683977
943	0.01758141758
944	0.01756803074
945	0.01751642876
946	0.0174800109
947	0.01744038062
948	0.01742412338
949	0.01740806798
950	0.01738399956
951	0.01736454021
952	0.01734003982
953	0.01732217897
954	0.01730294112
955	0.01728037846
956	0.01725236259
957	0.01723343592
958	0.01721766187
959	0.017210355
960	0.01718637976
961	0.01716918726
962	0.01715074883
963	0.01713162929
964	0.01711265099
965	0.01710283706
966	0.01708846909
967	0.01707004846
968	0.01704395966
969	0.01701609167
970	0.01700715205
971	0.0169812154
972	0.01696961126
973	0.01693920005
974	0.01692416402
975	0.0169046296
976	0.01688675612
977	0.01685542015
978	0.01683062758
979	0.01681061517
980	0.01679133506
981	0.01677552226
982	0.01675431906
983	0.01673729792
984	0.01670504631
985	0.01668220439
986	0.01666237796
987	0.01665061552
988	0.01663706985
989	0.01660593526
990	0.01658029561
991	0.01655872876
992	0.01654418818
993	0.01652666707
994	0.01652128605
995	0.01648237235
996	0.01646906183
997	0.0164598585
998	0.01643840996
999	0.01642261285
